fecha,precio_actual,real,pred_transformer,pred_std,baseline_naive,err_transformer,err_naive
2025-04-24,229.61,244.64,230.66896526023746,0.9627658230066345,229.61,13.97103473976253,15.029999999999973
2025-04-25,231.96,243.55,232.84137666501107,0.8747034368664117,231.96,10.708623334988943,11.590000000000003
2025-04-28,228.99,243.22,230.29401284515856,1.2468073776364292,228.99,12.925987154841437,14.22999999999999
2025-04-29,235.59,244.62,236.35495844736698,1.1519563415646417,235.59,8.265041552633022,9.030000000000001
2025-04-30,240.88,244.62,241.6813908986002,1.1876308123767387,240.88,2.9386091013998055,3.740000000000009
2025-05-01,244.64,246.89,245.07727219097316,1.0968680846690972,244.64,1.8127278090268248,2.25
2025-05-02,243.55,252.51,244.27840835571288,9.386031672954573,243.55,8.231591644287107,8.95999999999998
2025-05-05,243.22,252.56,242.26947216153144,10.077882858514812,243.22,10.290527838468563,9.340000000000003
2025-05-06,244.62,249.25,245.57827277243138,10.726953711509736,244.62,3.671727227568624,4.6299999999999955
2025-05-07,244.62,249.39,245.30651832923294,10.222937564849843,244.62,4.083481670767043,4.769999999999982
2025-05-08,246.89,253.47,244.25964280873535,11.323379129171371,246.89,9.210357191264649,6.5800000000000125
2025-05-09,252.51,253.08,253.87594495370982,11.910274140834787,252.51,-0.7959449537098067,0.5700000000000216
2025-05-12,252.56,260.05,252.29284769020973,10.009231141805685,252.56,7.7571523097902855,7.490000000000009
2025-05-13,249.25,263.01,249.2031860886747,10.301968262195572,249.25,13.806813911325293,13.759999999999991
2025-05-14,249.39,265.64,249.18356409303843,9.537448153495774,249.39,16.45643590696156,16.25
2025-05-15,253.47,267.49,256.1945844742656,9.472382594346982,253.47,11.295415525734427,14.02000000000001
2025-05-16,253.08,267.56,252.78308487504725,9.731175884008422,253.08,14.776915124952751,14.47999999999999
2025-05-19,260.05,264.88,259.1241174863279,10.798228909969339,260.05,5.755882513672077,4.829999999999984
2025-05-20,263.01,265.68,260.3205496007204,11.052767493724787,263.01,5.359450399279581,2.670000000000016
2025-05-21,265.64,261.04,266.7997695249319,9.65154425382616,265.64,-5.759769524931869,-4.599999999999966
2025-05-22,267.49,260.67,265.94979181349277,10.133000485897071,267.49,-5.27979181349275,-6.819999999999993
2025-05-23,267.56,260.71,264.78895521909,12.734991492033032,267.56,-4.078955219090005,-6.850000000000023
2025-05-27,264.88,265.29,266.2696424992383,9.126507290601694,264.88,-0.9796424992382526,0.410000000000025
2025-05-28,265.68,263.49,264.2415216711164,10.271456763744311,265.68,-0.751521671116393,-2.1899999999999977
2025-05-29,261.04,264.37,259.26729567438366,11.05255788564682,261.04,5.102704325616344,3.329999999999984
2025-05-30,260.67,264.0,256.5675135087967,10.89388795137404,260.67,7.432486491203292,3.329999999999984
2025-06-02,260.71,264.66,261.7188348048925,8.864913028478668,260.71,2.941165195107544,3.9500000000000455
2025-06-03,265.29,266.27,265.75060868024826,6.581287533640875,265.29,0.519391319751719,0.9799999999999613
2025-06-04,263.49,264.22,263.5163851431571,7.06976563632486,263.49,0.7036148568429326,0.7300000000000182
2025-06-05,264.37,261.95,262.4787944236398,7.113538649082159,264.37,-0.5287944236397948,-2.420000000000016
2025-06-06,264.0,265.73,265.39751315578815,7.2755555510520935,264.0,0.33248684421187136,1.7300000000000182
2025-06-09,264.66,266.74,265.37228126443927,8.211586624383926,264.66,1.367718735560743,2.079999999999984
2025-06-10,266.27,268.6,266.2769157311017,7.734781494140634,266.27,2.323084268898299,2.330000000000041
2025-06-11,264.22,268.15,264.4993592334539,8.845588515996894,264.22,3.6506407665460756,3.92999999999995
2025-06-12,261.95,268.24,261.32833112441,9.231044248342528,261.95,6.91166887559001,6.2900000000000205
2025-06-13,265.73,264.95,267.5948416554928,7.471602493524529,265.73,-2.644841655492826,-0.7800000000000296
2025-06-16,266.74,270.36,265.6634684418142,8.532222748994798,266.74,4.696531558185825,3.6200000000000045
2025-06-17,268.6,269.52,269.52057131543756,9.008770940303805,268.6,-0.000571315437582598,0.9199999999999591
2025-06-18,268.15,273.96,268.044928721264,7.8662353408336685,268.15,5.915071278735979,5.810000000000002
2025-06-20,268.24,275.0,269.9845926494897,7.095462487936004,268.24,5.015407350510316,6.759999999999991
