"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"15.02.2017","7,900","7,850","7,900","7,850","1,08M","1,28%"
"14.02.2017","7,800","7,670","7,800","7,670","736,68K","1,69%"
"13.02.2017","7,670","7,600","7,670","7,600","823,36K","0,92%"
"10.02.2017","7,600","7,600","7,600","7,600","807,14K","0,66%"
"09.02.2017","7,550","7,510","7,550","7,510","78,02K","0,67%"
"08.02.2017","7,500","7,540","7,540","7,500","208,01K","0,00%"
"07.02.2017","7,500","7,500","7,500","7,500","1,20M","-0,13%"
"06.02.2017","7,510","7,510","7,510","7,510","28,50K","-0,53%"
"03.02.2017","7,550","7,560","7,560","7,550","140,36K","-0,13%"
"02.02.2017","7,560","7,580","7,600","7,560","285,73K","-0,13%"
"01.02.2017","7,570","7,540","7,570","7,540","461,27K","0,80%"
"31.01.2017","7,510","7,370","7,510","7,370","197,67K","2,18%"
"30.01.2017","7,350","7,280","7,350","7,280","16,15K","0,96%"
"27.01.2017","7,280","7,370","7,370","7,280","321,15K","-0,95%"
"26.01.2017","7,350","7,450","7,450","7,350","47,37K","-1,34%"
"25.01.2017","7,450","7,400","7,470","7,400","52,61K","0,54%"
"24.01.2017","7,410","7,350","7,410","7,350","728,81K","0,82%"
"23.01.2017","7,350","7,270","7,350","7,260","234,47K","1,10%"
"20.01.2017","7,270","7,230","7,270","7,230","364,31K","0,69%"
"19.01.2017","7,220","7,220","7,220","7,220","1,40K","0,00%"
"18.01.2017","7,220","7,280","7,280","7,200","320,95K","0,28%"
"17.01.2017","7,200","7,300","7,300","7,180","160,84K","-1,77%"
"16.01.2017","7,330","7,320","7,330","7,310","17,71K","-0,54%"
"13.01.2017","7,370","7,390","7,400","7,370","71,55K","-0,41%"
"12.01.2017","7,400","7,530","7,530","7,400","28,90K","-1,73%"
"11.01.2017","7,530","7,530","7,530","7,530","266,87K","0,13%"
"10.01.2017","7,520","7,580","7,580","7,520","279,03K","0,27%"
"09.01.2017","7,500","7,460","7,500","7,460","50,72K","0,67%"
"06.01.2017","7,450","7,450","7,450","7,450","693,75K","0,68%"
"05.01.2017","7,400","7,310","7,400","7,310","116,02K","1,37%"
"04.01.2017","7,300","7,290","7,300","7,290","193,64K","0,14%"
"03.01.2017","7,290","7,290","7,290","7,290","326,41K","0,00%"
"02.01.2017","7,290","7,290","7,290","7,290","5,00K","-0,14%"
"30.12.2016","7,300","7,300","7,300","7,300","5,00K","0,00%"
"29.12.2016","7,300","7,350","7,350","7,300","28,03K","-0,68%"
"28.12.2016","7,350","7,310","7,350","7,300","56,74K","0,68%"
"27.12.2016","7,300","7,300","7,300","7,300","64,04K","0,00%"
"26.12.2016","7,300","7,300","7,300","7,300","157,95K","0,00%"
"23.12.2016","7,300","7,300","7,300","7,300","5,00K","0,00%"
"22.12.2016","7,300","7,300","7,300","7,300","270,40K","0,00%"
"21.12.2016","7,300","7,200","7,300","7,200","691,49K","1,67%"
"20.12.2016","7,180","7,080","7,180","7,080","500,15K","1,41%"
"19.12.2016","7,080","7,080","7,080","7,080","60,34K","0,00%"
"16.12.2016","7,080","7,050","7,080","7,050","43,00K","1,14%"
"15.12.2016","7,000","7,000","7,070","7,000","211,99K","-0,43%"
"14.12.2016","7,030","7,050","7,050","7,030","81,60K","-0,14%"
"13.12.2016","7,040","7,100","7,100","7,000","12,40K","-0,85%"
"12.12.2016","7,100","7,200","7,200","7,100","32,56K","-1,39%"
"09.12.2016","7,200","7,200","7,200","7,200","658,41K","-0,83%"
"07.12.2016","7,260","7,260","7,260","7,260","24,37K","0,00%"
"06.12.2016","7,260","7,260","7,260","7,250","1,15M","0,00%"
"05.12.2016","7,260","7,260","7,260","7,260","17,13K","-0,55%"
"02.12.2016","7,300","7,340","7,340","7,290","223,94K","-0,54%"
"01.12.2016","7,340","7,340","7,340","7,330","336,03K","0,00%"
"30.11.2016","7,340","7,370","7,370","7,340","244,02K","-0,41%"
"29.11.2016","7,370","7,390","7,390","7,370","45,31K","-0,27%"
"28.11.2016","7,390","7,340","7,390","7,340","14,51K","1,23%"
"25.11.2016","7,300","7,300","7,300","7,290","18,01K","0,00%"
"24.11.2016","7,300","7,350","7,350","7,300","43,06K","0,00%"
"23.11.2016","7,300","7,200","7,300","7,200","62,00K","1,96%"
"22.11.2016","7,160","7,180","7,180","7,100","254,54K","-0,83%"
"21.11.2016","7,220","7,230","7,230","7,200","48,17K","-0,96%"
"16.11.2016","7,290","7,330","7,330","7,290","108,24K","-0,55%"
"15.11.2016","7,330","7,340","7,350","7,300","220,68K","-0,14%"
"14.11.2016","7,340","7,340","7,340","7,340","59,15K","0,00%"
"11.11.2016","7,340","7,360","7,360","7,340","247,02K","-0,54%"
"10.11.2016","7,380","7,450","7,450","7,370","201,25K","-1,47%"
"09.11.2016","7,490","7,630","7,640","7,490","122,69K","-2,09%"
"08.11.2016","7,650","7,740","7,750","7,650","48,64K","-1,29%"
"07.11.2016","7,750","7,860","7,860","7,750","23,60K","-1,40%"
"04.11.2016","7,860","7,900","7,900","7,860","20,41K","-0,51%"
"03.11.2016","7,900","7,890","7,900","7,860","324,76K","0,64%"
"02.11.2016","7,850","7,850","7,960","7,850","55,20K","0,64%"
"31.10.2016","7,800","7,800","7,800","7,800","6,65K","0,00%"
"28.10.2016","7,800","7,760","7,800","7,760","344,48K","1,17%"
"27.10.2016","7,710","7,710","7,710","7,710","49,13K","0,00%"
"26.10.2016","7,710","7,720","7,720","7,710","321,34K","-0,52%"
"25.10.2016","7,750","7,670","7,750","7,670","403,90K","1,04%"
"24.10.2016","7,670","7,720","7,720","7,670","511,24K","-0,65%"
"21.10.2016","7,720","7,720","7,720","7,720","89,77K","0,26%"
"20.10.2016","7,700","7,700","7,700","7,700","11,00K","0,00%"
"19.10.2016","7,700","7,720","7,720","7,700","108,68K","-0,26%"
"18.10.2016","7,720","7,650","7,720","7,650","930,70K","0,92%"
"17.10.2016","7,650","7,650","7,650","7,650","1,06M","0,00%"
"14.10.2016","7,650","7,650","7,650","7,650","30,50K","0,66%"
"13.10.2016","7,600","7,600","7,600","7,550","90,25K","0,00%"
"12.10.2016","7,600","7,600","7,600","7,600","699,60K","0,00%"
"11.10.2016","7,600","7,600","7,600","7,600","58,02K","0,00%"
"10.10.2016","7,600","7,630","7,630","7,600","389,70K","-0,39%"
"07.10.2016","7,630","7,500","7,630","7,460","466,63K","2,42%"
"06.10.2016","7,450","7,400","7,450","7,400","23,00K","1,22%"
"05.10.2016","7,360","7,360","7,360","7,360","0,75K","0,14%"
"04.10.2016","7,350","7,350","7,350","7,350","8,00K","0,00%"
"03.10.2016","7,350","7,320","7,350","7,320","1,19M","0,27%"
"30.09.2016","7,330","7,350","7,350","7,330","342,39K","-0,27%"
"29.09.2016","7,350","7,350","7,350","7,350","54,54K","-1,08%"
"28.09.2016","7,430","7,500","7,500","7,430","131,71K","-0,67%"
"27.09.2016","7,480","7,500","7,500","7,480","14,20K","-0,53%"
"26.09.2016","7,520","7,520","7,520","7,500","539,51K","-0,79%"
"23.09.2016","7,580","7,600","7,600","7,580","36,30K","-0,26%"
"22.09.2016","7,600","7,550","7,600","7,550","1,12M","1,33%"
"21.09.2016","7,500","7,650","7,650","7,500","709,41K","-1,96%"
"20.09.2016","7,650","7,700","7,700","7,550","743,41K","-1,29%"
"19.09.2016","7,750","7,750","7,750","7,750","2,63K","0,65%"
"16.09.2016","7,700","7,800","7,800","7,700","302,92K","-1,79%"
"15.09.2016","7,840","7,850","7,850","7,840","39,50K","-0,76%"
"14.09.2016","7,900","7,900","7,900","7,900","94,42K","0,00%"
"13.09.2016","7,900","7,940","7,950","7,900","28,38K","-1,25%"
"12.09.2016","8,000","7,900","8,000","7,850","496,53K","1,27%"
"09.09.2016","7,900","7,900","7,900","7,900","8,22K","-1,13%"
"08.09.2016","7,990","8,000","8,000","7,950","480,33K","-0,13%"
"07.09.2016","8,000","7,800","8,000","7,800","590,20K","2,56%"
"06.09.2016","7,800","7,600","7,800","7,600","435,97K","2,63%"
"05.09.2016","7,600","7,600","7,600","7,600","155,90K","0,00%"
"02.09.2016","7,600","7,500","7,600","7,500","1,20M","1,33%"
"01.09.2016","7,500","7,500","7,500","7,400","316,36K","0,00%"
"31.08.2016","7,500","7,700","7,700","7,500","202,79K","-2,60%"
"29.08.2016","7,700","7,700","7,700","7,700","6,30K","-1,28%"
"26.08.2016","7,800","7,800","7,800","7,760","102,53K","0,00%"
"25.08.2016","7,800","7,740","7,800","7,740","848,44K","0,65%"
"24.08.2016","7,750","7,750","7,750","7,750","10,00K","-0,64%"
"23.08.2016","7,800","7,770","7,830","7,770","542,71K","-0,64%"
"22.08.2016","7,850","7,850","7,850","7,850","","0,00%"
"19.08.2016","7,850","7,850","7,850","7,850","8,26K","0,00%"
"18.08.2016","7,850","7,720","7,850","7,720","144,86K","1,68%"
"17.08.2016","7,720","7,610","7,750","7,610","856,97K","1,45%"
"16.08.2016","7,610","7,600","7,610","7,600","45,91K","0,13%"
"15.08.2016","7,600","7,500","7,600","7,500","70,95K","1,33%"
"12.08.2016","7,500","7,500","7,510","7,500","665,98K","0,00%"
"11.08.2016","7,500","7,440","7,500","7,400","330,65K","0,81%"
"10.08.2016","7,440","7,450","7,450","7,440","25,32K","0,00%"
"09.08.2016","7,440","7,540","7,540","7,440","58,80K","-1,59%"
"08.08.2016","7,560","7,670","7,670","7,560","372,02K","-1,82%"
"05.08.2016","7,700","7,560","7,700","7,560","25,00K","1,85%"
"04.08.2016","7,560","7,560","7,560","7,560","42,06K","0,00%"
"03.08.2016","7,560","7,700","7,700","7,560","173,68K","-3,08%"
"02.08.2016","7,800","7,800","7,810","7,800","838,67K","0,00%"
"01.08.2016","7,800","7,530","7,800","7,520","1,14M","4,00%"
"27.07.2016","7,500","7,250","7,500","7,250","550,11K","4,90%"
"26.07.2016","7,150","7,150","7,150","7,150","3,81K","-0,14%"
"25.07.2016","7,160","7,160","7,170","7,160","16,23K","0,14%"
"22.07.2016","7,150","7,150","7,150","7,100","296,28K","-0,14%"
"21.07.2016","7,160","7,000","7,200","7,000","255,35K","2,29%"
"20.07.2016","7,000","6,820","7,000","6,820","2,01M","3,55%"
"19.07.2016","6,760","6,700","6,800","6,700","278,36K","0,90%"
"18.07.2016","6,700","6,520","6,700","6,520","136,57K","3,08%"
"15.07.2016","6,500","6,500","6,500","6,500","12,98K","0,31%"
"14.07.2016","6,480","6,450","6,480","6,400","586,13K","0,31%"
"13.07.2016","6,460","6,460","6,470","6,460","648,58K","0,00%"
"12.07.2016","6,460","6,450","6,460","6,450","1,04M","0,16%"
"11.07.2016","6,450","6,420","6,450","6,420","215,31K","0,47%"
"08.07.2016","6,420","6,390","6,420","6,390","35,28K","1,10%"
"07.07.2016","6,350","6,350","6,350","6,350","","0,00%"
"06.07.2016","6,350","6,410","6,410","6,350","43,21K","-1,24%"
"05.07.2016","6,430","6,430","6,430","6,430","25,50K","-0,31%"
"04.07.2016","6,450","6,450","6,450","6,450","43,63K","0,00%"
"01.07.2016","6,450","6,450","6,450","6,430","701,61K","0,00%"
"30.06.2016","6,450","6,270","6,450","6,270","347,20K","2,87%"
"28.06.2016","6,270","6,270","6,270","6,270","71,19K","0,32%"
"27.06.2016","6,250","6,250","6,250","6,250","453,98K","0,00%"
"24.06.2016","6,250","6,250","6,250","6,200","56,37K","-1,57%"
"23.06.2016","6,350","6,310","6,400","6,310","177,01K","0,79%"
"22.06.2016","6,300","6,150","6,300","6,150","107,05K","2,44%"
"21.06.2016","6,150","6,150","6,150","6,150","14,99K","0,16%"
"20.06.2016","6,140","6,130","6,140","6,130","82,12K","-0,16%"
"17.06.2016","6,150","6,120","6,150","6,120","67,81K","0,82%"
"16.06.2016","6,100","6,190","6,190","6,100","138,06K","-1,61%"
"15.06.2016","6,200","6,220","6,220","6,200","4,55M","0,00%"
"14.06.2016","6,200","6,250","6,250","6,200","117,14K","-0,96%"
"13.06.2016","6,260","6,320","6,320","6,260","372,67K","-0,95%"
"10.06.2016","6,320","6,350","6,350","6,320","763,91K","-1,25%"
"09.06.2016","6,400","6,400","6,450","6,400","323,16K","-0,78%"
"08.06.2016","6,450","6,450","6,450","6,400","836,34K","0,00%"
"07.06.2016","6,450","6,450","6,450","6,450","","0,00%"
"06.06.2016","6,450","6,450","6,450","6,450","359,11K","0,00%"
"03.06.2016","6,450","6,450","6,450","6,450","1,03M","-0,77%"
"02.06.2016","6,500","6,500","6,500","6,430","1,08M","0,00%"
"01.06.2016","6,500","6,500","6,500","6,460","1,06M","0,00%"
"31.05.2016","6,500","6,470","6,500","6,440","951,95K","0,00%"
"30.05.2016","6,500","6,520","6,520","6,500","2,76K","0,15%"
"27.05.2016","6,490","6,490","6,490","6,490","3,49K","0,78%"
"26.05.2016","6,440","6,440","6,440","6,440","1,24M","0,00%"
"25.05.2016","6,440","6,440","6,440","6,440","133,15K","0,00%"
"24.05.2016","6,440","6,450","6,500","6,440","226,10K","-0,16%"
"23.05.2016","6,450","6,400","6,450","6,400","544,05K","0,78%"
"20.05.2016","6,400","6,300","6,400","6,300","31,16K","1,59%"
"19.05.2016","6,300","6,400","6,400","6,290","273,04K","-1,56%"
"18.05.2016","6,400","6,400","6,400","6,400","29,00K","-0,31%"
"17.05.2016","6,420","6,460","6,460","6,420","50,49K","-0,77%"
"16.05.2016","6,470","6,450","6,470","6,420","130,98K","0,31%"
"13.05.2016","6,450","6,520","6,580","6,450","113,13K","-0,77%"
"12.05.2016","6,500","6,450","6,500","6,420","45,52K","0,00%"
"11.05.2016","6,500","6,600","6,600","6,500","192,30K","0,00%"
"10.05.2016","6,500","6,550","6,550","6,500","289,73K","0,00%"
"09.05.2016","6,500","6,440","6,500","6,440","2,01M","0,00%"
"06.05.2016","6,500","6,500","6,500","6,500","585,76K","0,00%"
"05.05.2016","6,500","6,500","6,550","6,450","1,92M","0,00%"
"04.05.2016","6,500","6,450","6,500","6,390","1,13M","1,56%"
"03.05.2016","6,400","6,350","6,400","6,330","150,40K","0,00%"
"02.05.2016","6,400","6,230","6,400","6,230","1,97M","2,73%"
"29.04.2016","6,230","6,250","6,250","6,200","1,16M","-0,32%"
"28.04.2016","6,250","6,300","6,300","6,220","588,83K","-0,79%"
"27.04.2016","6,300","6,230","6,300","6,230","307,30K","0,64%"
"26.04.2016","6,260","6,280","6,280","6,250","124,85K","-0,32%"
"25.04.2016","6,280","6,350","6,350","6,270","138,88K","-0,79%"
"22.04.2016","6,330","6,390","6,390","6,330","19,40K","-1,40%"
"21.04.2016","6,420","6,560","6,560","6,420","75,00K","-3,46%"
"20.04.2016","6,650","6,800","6,800","6,650","117,26K","-2,21%"
"19.04.2016","6,800","6,800","6,850","6,800","1,59M","0,00%"
"18.04.2016","6,800","6,650","6,800","6,650","1,15M","2,26%"
"15.04.2016","6,650","6,650","6,650","6,650","486,67K","0,00%"
"14.04.2016","6,650","6,650","6,670","6,600","124,41K","-1,48%"
"13.04.2016","6,750","6,700","6,750","6,700","178,18K","2,27%"
"12.04.2016","6,600","6,600","6,600","6,500","617,97K","1,54%"
"11.04.2016","6,500","6,200","6,500","6,200","361,74K","12,07%"
"08.04.2016","5,800","5,850","5,850","5,770","50,19K","-0,85%"
"07.04.2016","5,850","5,900","5,900","5,800","557,41K","-1,68%"
"06.04.2016","5,950","6,000","6,000","5,950","15,60K","-0,83%"
"05.04.2016","6,000","5,930","6,000","5,920","175,70K","0,33%"
"04.04.2016","5,980","6,000","6,000","5,980","2,07M","-0,33%"
"01.04.2016","6,000","6,030","6,060","5,950","949,01K","0,00%"
"31.03.2016","6,000","6,050","6,050","6,000","288,40K","0,00%"
"30.03.2016","6,000","5,950","6,000","5,950","55,45K","1,69%"
"29.03.2016","5,900","6,000","6,000","5,900","23,65K","-1,67%"
"28.03.2016","6,000","6,000","6,000","6,000","169,04K","0,00%"
"23.03.2016","6,000","6,000","6,000","6,000","","0,00%"
"22.03.2016","6,000","5,950","6,000","5,880","423,09K","0,50%"
"21.03.2016","5,970","5,950","6,000","5,950","161,54K","0,34%"
"18.03.2016","5,950","5,800","5,950","5,790","311,97K","2,76%"
"17.03.2016","5,790","5,750","5,790","5,720","3,57M","0,70%"
"16.03.2016","5,750","5,720","5,750","5,720","118,51K","0,52%"
"15.03.2016","5,720","5,720","5,720","5,720","205,46K","0,00%"
"14.03.2016","5,720","5,680","5,750","5,680","657,12K","1,24%"
"11.03.2016","5,650","5,680","5,680","5,640","42,12K","-0,88%"
"10.03.2016","5,700","5,730","5,730","5,690","315,05K","-0,52%"
"09.03.2016","5,730","5,730","5,730","5,730","417,64K","0,17%"
"08.03.2016","5,720","5,720","5,720","5,720","15,96K","0,18%"
"07.03.2016","5,710","5,720","5,730","5,710","553,13K","-0,17%"
"04.03.2016","5,720","5,700","5,720","5,700","515,93K","1,78%"
"03.03.2016","5,620","5,440","5,620","5,440","1,26M","3,12%"
"02.03.2016","5,450","5,430","5,480","5,430","351,43K","0,00%"
"01.03.2016","5,450","5,470","5,500","5,450","43,77K","-0,37%"
"29.02.2016","5,470","5,450","5,470","5,450","93,80K","-0,36%"
"26.02.2016","5,490","5,450","5,500","5,450","32,78K","-0,18%"
"25.02.2016","5,500","5,500","5,500","5,490","98,60K","0,18%"
"24.02.2016","5,490","5,500","5,500","5,490","32,43K","-1,08%"
"23.02.2016","5,550","5,550","5,550","5,500","265,29K","0,00%"
"22.02.2016","5,550","5,400","5,550","5,400","126,40K","3,74%"
"19.02.2016","5,350","5,300","5,350","5,300","18,38K","2,88%"
"18.02.2016","5,200","5,240","5,240","5,200","1,27M","0,00%"
"17.02.2016","5,200","5,100","5,200","5,100","179,64K","1,96%"
"16.02.2016","5,100","5,080","5,100","5,080","931,57K","0,59%"
"15.02.2016","5,070","5,010","5,070","5,010","85,54K","1,40%"
"12.02.2016","5,000","5,080","5,080","5,000","2,41M","-1,19%"
"11.02.2016","5,060","5,060","5,060","5,060","121,50K","0,60%"
"10.02.2016","5,030","5,030","5,030","5,030","14,03K","-0,40%"
"09.02.2016","5,050","5,050","5,050","5,000","1,79M","1,00%"
"08.02.2016","5,000","5,200","5,200","5,000","2,03M","-3,85%"
"05.02.2016","5,200","5,200","5,200","5,200","21,83K","0,97%"
"04.02.2016","5,150","5,100","5,150","5,100","41,92K","0,98%"
"03.02.2016","5,100","5,150","5,150","5,100","148,76K","-0,97%"
"02.02.2016","5,150","5,200","5,200","5,150","186,81K","-0,96%"
"01.02.2016","5,200","5,150","5,200","5,150","511,00K","1,96%"
"29.01.2016","5,100","5,100","5,100","5,000","13,42K","0,00%"
"28.01.2016","5,100","5,100","5,100","5,100","42,45K","0,00%"
"27.01.2016","5,100","5,000","5,100","5,000","1,04M","2,00%"
"26.01.2016","5,000","5,000","5,000","5,000","2,30M","-1,96%"
"25.01.2016","5,100","5,180","5,180","5,100","224,80K","-1,54%"
"22.01.2016","5,180","5,180","5,180","5,180","0,10K","0,00%"
"21.01.2016","5,180","5,180","5,180","5,180","5,00K","0,00%"
"20.01.2016","5,180","5,180","5,180","5,180","6,70K","-1,33%"
"19.01.2016","5,250","5,300","5,350","5,250","575,01K","-1,87%"
"18.01.2016","5,350","5,350","5,350","5,350","15,80K","-2,73%"
"15.01.2016","5,500","5,500","5,500","5,500","0,73K","0,00%"
"14.01.2016","5,500","5,500","5,500","5,500","0,73K","0,00%"
"13.01.2016","5,500","5,450","5,500","5,450","76,49K","0,00%"
"12.01.2016","5,500","5,450","5,500","5,450","184,20K","0,92%"
"11.01.2016","5,450","5,450","5,450","5,450","","0,00%"
"08.01.2016","5,450","5,450","5,450","5,450","26,30K","-0,91%"
"07.01.2016","5,500","5,450","5,500","5,450","28,71K","-0,90%"
"06.01.2016","5,550","5,600","5,600","5,550","52,71K","-1,77%"
"05.01.2016","5,650","5,650","5,650","5,650","170,17K","-0,88%"
"04.01.2016","5,700","5,750","5,750","5,700","781,14K","-1,72%"
"31.12.2015","5,800","5,800","5,800","5,800","","0,00%"
"30.12.2015","5,800","5,800","5,800","5,800","","0,00%"
"29.12.2015","5,800","5,800","5,800","5,800","166,48K","0,35%"
"28.12.2015","5,780","5,800","5,850","5,780","344,80K","-0,34%"
"24.12.2015","5,800","5,800","5,800","5,800","100,00K","0,00%"
"23.12.2015","5,800","5,800","5,800","5,800","46,82K","0,00%"
"22.12.2015","5,800","5,820","5,820","5,800","7,81K","-1,36%"
"21.12.2015","5,880","5,880","5,880","5,880","","0,00%"
"18.12.2015","5,880","5,880","5,880","5,880","39,92K","-1,51%"
"17.12.2015","5,970","5,850","5,970","5,840","314,44K","2,05%"
"16.12.2015","5,850","5,850","5,850","5,850","320,35K","-1,68%"
"15.12.2015","5,950","5,950","5,950","5,950","55,00K","0,00%"
"14.12.2015","5,950","5,950","5,950","5,950","","0,00%"
"11.12.2015","5,950","5,950","5,950","5,950","80,89K","0,00%"
"10.12.2015","5,950","5,950","5,980","5,950","560,28K","0,85%"
"09.12.2015","5,900","5,700","5,900","5,700","1,02M","3,51%"
"07.12.2015","5,700","5,700","5,700","5,700","61,80K","0,88%"
"04.12.2015","5,650","5,650","5,650","5,650","62,80K","-0,88%"
"03.12.2015","5,700","5,650","5,700","5,650","54,30K","0,88%"
"02.12.2015","5,650","5,750","5,750","5,650","62,09K","-1,74%"
"01.12.2015","5,750","5,750","5,750","5,750","2,00K","0,70%"
"30.11.2015","5,710","5,700","5,710","5,700","288,04K","1,06%"
"27.11.2015","5,650","5,650","5,650","5,650","1,30K","-0,88%"
"26.11.2015","5,700","5,700","5,700","5,700","","0,00%"
"25.11.2015","5,700","5,700","5,700","5,700","149,11K","-0,87%"
"24.11.2015","5,750","5,750","5,750","5,750","1,77M","-0,86%"
"23.11.2015","5,800","5,800","5,800","5,800","221,94K","1,75%"
"20.11.2015","5,700","5,700","5,700","5,700","","0,00%"
"19.11.2015","5,700","5,700","5,700","5,700","8,77K","0,00%"
"18.11.2015","5,700","5,800","5,800","5,700","19,97K","-1,72%"
"17.11.2015","5,800","5,850","5,850","5,800","671,90K","0,00%"
"16.11.2015","5,800","5,780","5,800","5,780","311,64K","0,00%"
"13.11.2015","5,800","5,800","5,800","5,800","379,58K","0,00%"
"12.11.2015","5,800","5,800","5,800","5,800","","0,00%"
"11.11.2015","5,800","5,850","5,900","5,800","539,78K","0,00%"
"10.11.2015","5,800","5,750","5,800","5,750","206,99K","0,87%"
"09.11.2015","5,750","5,750","5,750","5,750","204,42K","0,88%"
"06.11.2015","5,700","5,650","5,700","5,650","217,45K","3,64%"
"05.11.2015","5,500","5,500","5,500","5,500","0,30K","0,00%"
"04.11.2015","5,500","5,500","5,500","5,500","","0,00%"
"03.11.2015","5,500","5,500","5,500","5,500","36,35K","-1,43%"
"02.11.2015","5,580","5,580","5,580","5,580","0,33K","0,00%"
"30.10.2015","5,580","5,580","5,580","5,580","673,01K","0,00%"
"29.10.2015","5,580","5,650","5,650","5,580","79,85K","-1,24%"
"28.10.2015","5,650","5,520","5,650","5,520","1,34M","2,73%"
"27.10.2015","5,500","5,500","5,500","5,500","130,00K","0,00%"
"26.10.2015","5,500","5,500","5,500","5,500","","0,00%"
"23.10.2015","5,500","5,360","5,500","5,360","230,10K","2,80%"
"22.10.2015","5,350","5,270","5,350","5,270","232,19K","1,52%"
"21.10.2015","5,270","5,270","5,270","5,270","12,06K","0,00%"
"20.10.2015","5,270","5,270","5,270","5,270","3,08K","-0,19%"
"19.10.2015","5,280","5,280","5,280","5,280","","0,00%"
"16.10.2015","5,280","5,350","5,350","5,280","113,39K","-1,31%"
"15.10.2015","5,350","5,350","5,350","5,350","","0,00%"
"14.10.2015","5,350","5,350","5,350","5,350","656,92K","0,00%"
"13.10.2015","5,350","5,350","5,350","5,350","41,03K","-0,93%"
"12.10.2015","5,400","5,400","5,400","5,400","0,50K","0,00%"
"07.10.2015","5,400","5,320","5,400","5,320","379,11K","1,50%"
"06.10.2015","5,320","5,320","5,320","5,320","0,05K","0,00%"
"05.10.2015","5,320","5,200","5,320","5,200","849,33K","3,30%"
"02.10.2015","5,150","5,150","5,160","5,150","35,12K","0,00%"
"01.10.2015","5,150","5,080","5,180","5,080","1,60M","1,38%"
"30.09.2015","5,080","5,080","5,100","5,080","230,62K","0,00%"
"29.09.2015","5,080","5,100","5,100","5,080","9,75K","-0,39%"
"28.09.2015","5,100","5,100","5,100","5,100","318,80K","0,00%"
"25.09.2015","5,100","5,100","5,100","5,100","20,77K","0,00%"
"24.09.2015","5,100","5,100","5,100","5,100","25,11K","0,00%"
"23.09.2015","5,100","5,100","5,100","5,100","715,36K","0,20%"
"22.09.2015","5,090","5,100","5,100","5,090","902,45K","-1,17%"
"21.09.2015","5,150","5,180","5,180","5,150","33,62K","-0,96%"
"18.09.2015","5,200","5,150","5,250","5,150","211,18K","0,97%"
"17.09.2015","5,150","5,060","5,150","5,060","371,65K","1,78%"
"16.09.2015","5,060","5,060","5,060","5,050","708,87K","0,00%"
"15.09.2015","5,060","5,060","5,060","5,050","150,44K","0,20%"
"14.09.2015","5,050","5,050","5,050","5,050","1,00K","0,00%"
"11.09.2015","5,050","5,000","5,050","5,000","1,10M","2,02%"
"10.09.2015","4,950","4,800","4,950","4,800","1,10M","3,99%"
"09.09.2015","4,760","4,750","4,760","4,750","1,54M","4,62%"
"08.09.2015","4,550","4,550","4,550","4,550","5,72K","0,00%"
"07.09.2015","4,550","4,550","4,550","4,550","","0,00%"
"04.09.2015","4,550","4,550","4,550","4,550","11,27K","-1,09%"
"03.09.2015","4,600","4,550","4,600","4,550","28,28K","2,22%"
"02.09.2015","4,500","4,500","4,500","4,500","4,00K","0,00%"
"01.09.2015","4,500","4,500","4,500","4,500","888,83K","-3,23%"
"31.08.2015","4,650","4,480","4,750","4,470","197,13K","2,88%"
"28.08.2015","4,520","4,500","4,520","4,480","58,73K","5,36%"
"27.08.2015","4,290","4,320","4,500","4,270","37,93K","1,66%"
"26.08.2015","4,220","3,950","4,220","3,950","3,73M","6,84%"
"25.08.2015","3,950","3,900","3,950","3,900","1,03M","1,28%"
"24.08.2015","3,900","4,180","4,180","3,900","454,44K","-7,36%"
"21.08.2015","4,210","4,220","4,250","4,200","295,41K","-0,24%"
"20.08.2015","4,220","4,300","4,300","4,200","138,64K","-1,86%"
"19.08.2015","4,300","4,300","4,350","4,300","70,80K","-1,15%"
"18.08.2015","4,350","4,400","4,400","4,350","824,31K","-1,14%"
"17.08.2015","4,400","4,650","4,650","4,400","121,88K","-5,38%"
"14.08.2015","4,650","4,800","4,800","4,650","20,00K","-7,55%"
"13.08.2015","5,030","5,100","5,100","5,030","273,20K","-1,37%"
"12.08.2015","5,100","5,200","5,200","5,100","71,11K","-1,92%"
"11.08.2015","5,200","5,200","5,200","5,200","249,05K","-1,89%"
"10.08.2015","5,300","5,300","5,300","5,290","45,81K","0,00%"
"07.08.2015","5,300","5,300","5,300","5,300","100,00K","1,92%"
"06.08.2015","5,200","5,300","5,300","5,200","154,80K","-1,89%"
"05.08.2015","5,300","5,200","5,300","5,200","67,10K","0,00%"
"04.08.2015","5,300","5,300","5,300","5,300","43,30K","0,00%"
"03.08.2015","5,300","5,300","5,300","5,300","560,60K","0,00%"
"31.07.2015","5,300","5,300","5,300","5,300","201,71K","-0,75%"
"30.07.2015","5,340","5,450","5,450","5,340","72,50K","-2,02%"
"24.07.2015","5,450","5,450","5,450","5,450","31,11K","0,00%"
"23.07.2015","5,450","5,500","5,500","5,450","1,86M","-0,91%"
"22.07.2015","5,500","5,530","5,530","5,500","5,62K","-0,72%"
"21.07.2015","5,540","5,650","5,650","5,540","476,04K","-1,95%"
"20.07.2015","5,650","5,700","5,700","5,650","129,12K","-1,74%"
"17.07.2015","5,750","5,750","5,800","5,750","88,79K","-0,86%"
