Date,Open,Close,High,Low,Volume
2017-10-30,,101.41,,,8840000.0
2017-10-31,,100.61,,,8690000.0
2017-11-01,,100.92,,,8420000.0
2017-11-02,,101.59,,,8730000.0
2017-11-03,,101.41,,,7100000.0
2017-11-06,,100.78,,,8119999.999999999
2017-11-07,,98.75,,,18820000.0
2017-11-08,,97.64,,,18520000.0
2017-11-09,,97.63,,,13700000.0
2017-11-10,,97.51,,,9310000.0
2017-11-13,,97.86,,,9300000.0
2017-11-14,,97.27,,,11040000.0
2017-11-15,,98.19,,,15380000.0
2017-11-16,,98.47,,,9810000.0
2017-11-17,,98.14,,,9020000.0
2017-11-20,,99.01,,,9480000.0
2017-11-21,,98.93,,,13390000.0
2017-11-22,,98.64,,,7340000.0
2017-11-24,,98.32,,,3680000.0
2017-11-27,,97.93,,,13080000.0
2017-11-28,,101.36,,,16770000.0
2017-11-29,,103.73,,,21110000.0
2017-11-30,,104.52,,,23950000.0
2017-12-01,,104.79,,,19680000.0
2017-12-04,,106.95,,,23580000.0
2017-12-05,,105.72,,,17190000.0
2017-12-06,,104.93,,,15480000.0
2017-12-07,,104.62,,,13370000.0
2017-12-08,,105.93,,,13510000.0
2017-12-11,,105.62,,,10590000.0
2017-12-12,,106.85,,,15510000.0
2017-12-13,,105.51,,,15020000.0
2017-12-14,,104.66,,,13030000.0
2017-12-15,,106.14,,,29350000.0
2017-12-18,,106.96,,,12710000.0
2017-12-19,,106.51,,,12150000.0
2017-12-20,,106.14,,,13090000.0
2017-12-21,,107.83,,,12320000.0
2017-12-22,,107.45,,,14570000.0
2017-12-26,,107.02,,,7400000.0
2017-12-27,,107.22,,,9500000.0
2017-12-28,,107.79,,,7440000.0
2017-12-29,,106.94,,,8930000.0
2018-01-02,,107.95,,,13580000.0
2018-01-03,,108.06,,,11900000.0
2018-01-04,,109.04,,,12950000.0
2018-01-05,,108.34,,,14150000.0
2018-01-08,,108.5,,,12470000.0
2018-01-09,,109.05,,,13290000.0
2018-01-10,,110.25,,,15830000.0
2018-01-11,,110.84,,,13680000.0
2018-01-12,,112.67,,,18880000.0
2018-01-16,,112.27,,,22700000.0
2018-01-17,,112.99,,,14940000.0
2018-01-18,,113.26,,,14570000.0
2018-01-19,,113.01,,,18790000.0
2018-01-22,,114.33,,,12480000.0
2018-01-23,,114.21,,,12320000.0
2018-01-24,,115.67,,,15900000.0
2018-01-25,,115.7,,,13510000.0
2018-01-26,,116.32,,,13880000.0
2018-01-29,,116.2,,,11680000.0
2018-01-30,,115.11,,,14280000.0
2018-01-31,,115.67,,,13140000.0
2018-02-01,,116.87,,,13800000.0
2018-02-02,,114.28,,,16480000.0
2018-02-05,,108.8,,,30100000.0
2018-02-06,,112.11,,,33110000.0
2018-02-07,,112.87,,,21880000.0
2018-02-08,,107.88,,,27430000.0
2018-02-09,,110.04,,,28190000.0
2018-02-12,,111.74,,,18040000.0
2018-02-13,,112.43,,,16360000.0
2018-02-14,,115.03,,,15190000.0
2018-02-15,,115.51,,,12130000.0
2018-02-16,,114.68,,,13210000.0
2018-02-20,,114.71,,,13460000.0
